SEXO,ALTURA,PESO
0,175.7600181,81.22070294
0,170.8453809,74.55201261
0,187.1603912,101.4863656
0,176.6245261,92.25377558
0,173.511362,86.08717528
0,172.0569672,80.98661617
0,182.132637,101.4996978
0,161.6259521,75.92213939
0,174.5518441,82.0312191
0,170.0513278,74.74506619
0,159.2757539,68.16800837
0,183.5363587,87.6864848
0,180.1079788,91.76545395
0,171.7290027,81.75819363
0,179.8359597,89.30351122
0,176.0341134,85.25074977
0,168.2569618,78.04234531
0,171.4301702,87.13618399
0,167.1478707,75.38665808
0,181.4670124,84.39215515
0,173.8995908,81.03718215
0,162.5293285,68.62684148
0,180.3448201,95.42241974
0,173.0748994,79.16263834
0,173.7243166,81.76317141
0,172.9643982,76.24870057
0,173.0770995,83.20211835
0,174.9046294,77.07128217
0,168.0180855,78.83257848
0,168.1633214,82.22252482
0,171.2775853,83.4131513
0,176.4566093,93.6263228
0,179.1102836,83.52720236
0,181.1994751,91.79749794
0,180.3449397,98.2364067
0,168.1539632,72.45014716
0,184.2599999,95.60746576
0,171.3975535,81.19015916
0,165.9900428,66.69990802
0,179.9439185,89.06227953
0,177.6437272,77.35266082
0,164.4391313,77.11547915
0,176.0433433,90.17213347
0,174.8496957,81.77623496
0,157.3208011,66.93803932
0,174.2270723,80.44738687
0,165.655182,84.30354017
0,163.4074662,80.67900106
0,174.622223,77.19430792
0,184.1237247,90.2644083
0,170.7741845,92.4319724
0,170.8495563,87.82621486
0,165.4010009,80.97042963
0,168.3075629,73.99071973
0,171.9622663,72.40295936
0,166.4479678,78.23377816
0,177.4671833,91.74411027
0,173.9439634,77.43287707
0,183.4234669,93.35898214
0,173.176013,77.17625822
0,182.8322646,91.10786842
0,167.8054473,81.17679729
0,169.306657,76.37001352
0,171.7025375,80.80292084
0,173.344698,87.85346545
0,164.6138985,73.80888211
0,171.4302344,83.35628381
0,173.179056,82.29822513
0,176.6655977,95.85081771
0,168.6617142,75.25840867
0,169.1440791,89.15838629
0,182.7171519,91.83928416
0,173.449086,77.46072841
0,177.686846,91.79458423
0,182.501868,87.9031748
0,167.0189665,81.75258619
0,170.2609043,71.13178864
0,194.8429805,106.8342813
0,184.3306483,104.8002432
0,177.1111644,92.67984318
0,184.910029,99.1892712
0,184.2499593,101.2123536
0,183.6286482,94.76130268
0,170.823445,82.17262728
0,192.8989294,105.4203402
0,168.4432291,77.54266277
0,180.7363759,85.57793468
0,180.8281938,89.11887689
0,183.3816805,97.54708371
0,190.8576864,101.8746688
0,163.6052846,72.08154424
0,164.4254379,75.68232488
0,161.0730513,72.79118892
0,172.3356097,80.07847012
0,167.4667335,79.31149758
0,180.2550381,88.13931764
0,171.6550981,84.99618487
0,174.2167469,78.90718005
0,178.6248737,87.88480014
0,183.8819802,94.74386774
0,179.8849761,93.65135355
0,167.3943852,78.4432868
0,189.9802526,105.7433649
0,171.9095343,80.5637025
0,170.5761454,79.83940464
0,182.3080967,96.64822831
0,164.2496891,75.89509273
0,173.0318316,89.27927967
0,169.6387952,75.19601919
0,169.6868586,80.25719025
0,172.430475,79.38728851
0,175.7008854,88.7443315
0,178.3713052,93.49292654
0,164.7337299,71.97338289
0,172.2655769,76.85500376
0,161.1382286,61.66176176
0,182.4950245,99.16248611
0,169.4893071,70.86342788
0,182.7994964,91.60371701
0,193.0942226,107.2391185
0,181.5492973,88.81482617
0,171.119314,80.28916526
0,179.2103191,90.20920391
0,177.4624373,84.41677728
0,172.5868279,80.61262719
0,188.2255795,98.07259251
0,175.6863042,85.01019105
0,169.0553606,77.99449287
0,169.4220767,78.56354958
0,170.805005,76.4910395
0,175.3905191,74.4638586
0,179.5087778,86.37428826
0,166.3674476,71.30452349
0,165.575541,78.45749207
0,171.6230832,76.847265
0,187.4910796,105.170231
0,181.8806731,94.20476216
0,172.0208631,78.25126008
0,173.3070752,90.8307991
0,167.4607311,76.40473283
0,181.7331791,89.91800674
0,175.677528,89.49650684
0,174.2380547,81.91899096
0,180.4860776,85.97000565
0,161.6559113,72.01032605
0,180.8034367,94.96485575
0,167.9668299,85.06414521
0,165.2457277,71.62837797
0,172.9520909,82.56565681
0,180.3225855,93.0666719
0,188.5217842,105.0591772
0,176.0908802,84.66292255
0,164.9256092,82.31539529
0,173.6009795,90.41862712
0,180.1599777,92.44111964
0,156.1536354,73.19488734
0,173.9666643,86.27576447
0,183.0067203,91.00128568
0,184.2050342,100.8466592
0,180.9341349,97.30006737
0,183.5381526,91.68246437
0,171.6152014,85.08504256
0,183.5597218,89.33066677
0,159.0046299,68.96395624
0,168.2405507,76.04433193
0,176.912111,90.38349817
0,175.9862404,81.26797636
0,179.642208,87.97238733
0,174.824682,89.88086592
0,167.6766477,83.84627796
0,168.6938004,70.54307804
0,169.203686,73.17817721
0,172.8084473,85.94748261
0,179.076091,78.6298987
0,175.6606329,89.04329857
0,179.8193574,98.06657059
0,165.5937179,75.77607866
0,189.9557144,108.8474286
0,180.5099419,83.76329356
0,176.1088624,90.90176859
0,177.543978,87.00555961
0,163.6399922,76.86790974
0,172.344412,88.5202375
0,171.5746365,83.3029696
0,189.909315,95.62268578
0,181.4041228,90.01931086
0,170.4856747,78.48367744
0,177.4433533,89.57766189
0,173.814266,86.59355002
0,172.5510458,83.88885596
0,173.9781716,81.78628029
0,165.7201243,72.50146353
0,178.2707942,89.94750321
0,180.6044982,98.75891145
0,173.8568495,85.41246636
0,166.1682651,80.39167465
0,171.9600018,84.15827368
0,188.5265802,101.5036547
0,180.7648045,94.06499172
0,170.7661606,77.734973
0,172.4166204,79.64674908
0,171.1359937,78.77745252
0,174.6535672,82.32998796
0,182.1313922,92.09500379
0,176.2277268,90.84132729
0,187.2399802,101.5976011
0,176.4115756,99.66441212
0,179.7971761,96.00730951
0,182.2918979,91.27226499
0,176.1323731,94.91353424
0,165.8265048,73.37276439
0,180.1414848,94.47088389
0,174.2355232,82.19601716
0,174.2536429,80.370671
0,176.4760101,88.45625841
0,167.4644764,74.09474166
0,174.0492971,78.75938962
0,187.7799753,98.00910701
0,180.8427621,95.51569502
0,169.0537307,84.11014731
0,182.2253816,85.43879789
0,177.1518665,85.53687493
0,169.5466615,81.61000779
0,177.0187525,96.23564953
0,178.8249328,89.86006458
0,175.3101297,84.67636
0,164.4200094,75.5027602
0,180.3351091,85.82353181
0,163.7279282,73.35398782
0,177.1637874,87.94375401
0,181.678196,86.03738459
0,173.5529063,94.44769302
0,179.7423892,90.60140648
0,181.4043861,95.39011664
0,176.2518042,81.89794217
0,182.8843998,89.18837022
0,175.7463464,86.1085638
0,168.0625627,75.23391247
0,170.8712432,82.90651577
0,180.1262219,86.16256248
0,175.564515,86.19359731
0,171.2189257,77.35969338
0,185.2641686,98.22611578
0,179.0469589,80.48535198
0,175.280979,89.11417671
0,169.5757592,76.22749829
0,175.5664859,81.63994093
0,185.7407187,100.3006387
0,171.4165327,74.67965511
0,164.985899,71.15672107
0,172.1675223,83.49137684
0,171.8624929,77.41158795
0,168.8500484,76.64875632
0,185.3871583,95.2899884
0,176.69061,88.79364862
0,180.3490428,88.32845516
0,177.5857189,99.71268943
0,182.1107401,93.25534013
0,171.8308498,81.31028803
0,173.4707086,82.60224158
0,174.4656294,92.52742447
0,175.04606,75.07086304
0,175.1606344,89.96883161
0,170.8079774,78.76546955
0,175.0462936,83.61263132
0,167.229903,63.42456679
0,164.2645319,72.81296879
0,168.3915802,74.36545554
0,170.4278678,88.16141247
0,170.1756559,86.31515568
0,180.2434061,83.73815093
0,173.7890154,86.72524644
0,171.8374201,85.54576335
0,192.0752906,102.8217181
0,179.1950747,89.94516959
0,174.9827308,86.5970395
0,173.4427111,80.11208338
0,165.0874988,80.78504295
0,166.5624597,78.95072372
0,176.0374641,95.66531252
0,166.8899772,77.31843787
0,172.2221372,78.84540537
0,175.8090142,84.06213196
0,172.7581153,88.31224816
0,157.2944503,67.79531129
0,170.8565613,87.48671344
0,171.8991275,81.70491272
0,177.7260952,92.21058774
0,165.8961923,74.25333251
0,182.6412538,98.6489612
0,168.2341163,83.25510566
0,167.1699548,75.71982296
0,185.0261676,93.29585871
0,180.2115864,86.22867674
0,181.2132714,99.35742564
0,180.481387,92.33610592
0,157.2908901,63.59321378
0,174.6566422,89.22445722
0,171.6632112,81.78955053
0,171.0987045,74.61178291
0,167.3330577,76.44312017
0,174.4846959,86.24660996
0,176.6185483,88.71381432
0,169.2521147,86.5763449
0,177.31715,92.92118105
0,174.4468792,89.15982856
0,181.902554,95.30489722
0,177.0120801,86.78790931
0,180.0887594,89.9749238
0,172.7347675,84.90015357
0,179.3639897,85.75628733
0,181.7908332,80.17120126
0,185.4526727,95.14976517
0,154.3002194,61.89448442
0,175.4685838,86.78871932
0,176.1203936,87.02075195
0,172.1031298,84.06283178
0,193.1087879,105.5970323
0,183.458145,91.71766089
0,175.059445,85.60400321
0,165.9507163,79.3889533
0,167.4683048,83.61060853
0,178.9853908,85.23520092
0,185.8798508,97.20338767
0,174.1192344,79.64523582
0,174.064697,77.06582066
0,161.5349968,65.7236011
0,170.5463727,79.85417735
0,179.8735814,89.63563707
0,186.7669234,101.3299621
0,167.9983151,75.18388424
0,172.4833984,77.46237782
0,181.4407746,98.46999986
0,170.4662067,78.95795647
0,186.1411516,99.04365443
0,161.7283612,73.18779356
0,175.8323136,88.07105718
0,176.962115,80.50870942
0,179.0330383,93.10338624
0,175.2718818,80.3326784
0,173.8830508,87.61903893
0,167.7028238,75.89137294
0,176.0681496,84.88090707
0,175.457461,85.68462669
0,186.8481667,94.70976901
0,167.8627298,73.40718832
0,186.7560002,97.71202691
0,176.9848129,93.24247068
0,169.359024,83.27150311
0,185.3226303,94.95229286
0,173.3470552,94.5116257
0,182.7698298,95.75628537
0,180.4889287,92.85128988
0,170.1214529,88.7266955
0,173.9341253,86.67546479
0,181.0624811,90.74333026
0,165.050359,75.82797607
0,169.575185,81.27159499
0,174.6660508,84.44188978
0,175.2410607,88.07045043
0,181.0897943,104.0002346
0,175.3856751,87.4316826
0,169.0153643,79.99249597
0,174.0294296,80.06419962
0,171.3476769,80.67387496
0,181.2477513,91.70944404
0,174.2196313,80.38321815
0,177.1296602,84.32920925
0,177.377997,85.47319501
0,183.9228878,86.08383559
0,166.203876,75.49852001
0,168.3198482,77.38644484
0,177.7347242,96.72920862
0,180.8713533,89.15704828
0,177.6409965,91.94503167
0,181.3204964,91.51454859
0,164.0555054,72.02458838
0,174.7341804,79.31340285
0,173.8521967,83.53790122
0,175.7720084,85.50159369
0,176.342084,80.08792265
0,176.799812,88.27305085
0,185.1195357,88.27250403
0,157.9329613,66.31765562
0,174.9417548,87.19714053
0,180.5434122,95.38797893
0,183.3436367,91.48248381
0,183.0393976,94.90084245
0,171.145347,83.03336609
0,172.5539717,75.65230401
0,179.8369029,87.90615573
0,166.494768,81.11280897
0,178.2857102,93.60990485
0,182.3186482,90.54992838
0,173.0509326,87.28616662
0,173.6330857,79.66402929
0,167.8695068,77.27565687
0,181.8135128,93.33981646
0,186.783136,89.11058867
0,180.6334509,94.61148029
0,179.8175285,92.22307174
0,182.1918136,85.72501089
0,160.5191871,73.83169429
0,172.9768281,83.11472686
0,167.2744933,71.50793698
0,173.5999995,81.21636003
0,176.6829815,85.09885724
0,174.5698923,78.00953026
0,178.2020252,91.15189923
0,175.0652751,88.14880019
0,163.3224425,70.67714953
0,178.957308,87.51268407
0,174.3051205,72.66475791
0,176.9484694,80.117852
0,175.4095667,78.04951194
0,170.756545,82.59528133
0,167.9341312,77.90302693
0,174.2881639,81.42364754
0,175.8924925,85.21335063
0,176.8904417,82.72932832
0,184.904452,97.48819798
0,190.6117475,94.78473953
0,180.2706177,86.46454221
0,188.9455516,98.70172295
0,163.4798962,70.94268114
0,181.1705827,93.81145052
0,170.6169421,80.97853702
0,188.9802466,104.0174526
0,162.2245192,79.30607404
0,174.9704191,74.64313754
0,183.2152552,96.43512532
0,173.7454645,93.64315446
0,165.3353472,76.10615136
0,175.843385,88.73574532
0,182.7473822,95.07976777
0,171.3559963,82.86422072
0,176.054788,86.44779405
0,161.8768623,72.88404722
0,154.1267362,58.77319262
0,179.4848406,88.92105412
0,171.6888391,84.8870077
0,189.60975,103.4093841
0,178.9863803,89.63069638
0,182.7377867,95.25285578
0,188.0254071,95.34512367
0,179.7868595,100.1985393
0,164.4072327,76.91269863
0,173.6928812,84.47528035
0,181.5318208,87.58704233
0,170.0389125,80.46640354
0,179.8243267,90.88517412
0,165.8427843,76.68649557
0,156.855185,56.14915592
0,158.7009051,72.837381
0,172.2264269,89.58300502
0,176.5960255,73.62315343
0,184.1519219,91.66138906
0,179.0326487,88.53918106
0,169.3919294,73.8933667
0,181.0814707,79.91407623
0,182.3637887,95.17241372
0,185.5631144,92.93651437
0,174.8875201,95.84958372
0,167.7554274,76.96649281
0,187.9241896,101.5118659
0,175.8991094,87.70313231
0,176.1252693,78.59309157
0,180.279713,87.07825162
0,161.4456452,71.41797475
0,177.2161834,83.08886106
0,165.578733,69.0395192
0,177.7465097,87.88231037
0,177.1665168,84.28544097
0,180.7754351,88.81014125
0,179.2528845,79.18040332
0,166.7537674,74.84082452
0,170.5315719,74.4750006
0,167.4319408,79.41816278
0,187.4180566,96.77298
0,172.0526184,78.54284573
0,166.4819537,78.17287785
0,180.8833379,89.05609841
0,166.6045792,79.46152205
0,166.7955884,79.34857084
0,157.4107491,63.76261348
0,187.7058443,97.9816833
0,183.7491465,98.11737905
0,178.5917036,83.74720925
0,170.4735335,76.45553051
0,167.4685037,68.81119009
0,170.7584724,84.5318913
0,178.0904328,92.38260536
0,190.0974093,101.7934865
0,163.8993487,67.48735721
0,177.9301869,94.17938513
0,182.4562487,93.26957353
0,185.0053188,95.19203831
0,186.186739,90.53042213
0,168.6387088,75.02936798
0,168.9485114,82.16387947
0,175.952944,91.95398189
0,173.309163,88.75545013
0,178.8512273,83.74211897
0,177.1062884,85.66079985
0,166.3972641,71.45682968
0,175.6086642,89.3419656
0,187.1121195,94.71189969
0,167.3675914,71.90226623
0,173.6202496,83.90837634
0,178.8788155,89.95796416
0,183.0837109,92.2123803
0,182.146257,90.49126318
0,166.9520712,71.01089021
0,162.301779,76.49978999
0,178.6026647,91.59576732
0,167.1033737,79.35676361
0,177.361759,89.51399638
0,173.5611212,89.88944105
0,172.0636367,75.2924015
0,190.5860792,105.8573259
0,186.4463086,87.60563849
0,176.6690952,87.35530397
0,163.9291611,71.42239873
0,171.5687741,74.31600117
0,185.6650541,93.25344454
0,169.0471119,77.92208722
0,187.9386746,94.98390162
0,179.9912277,95.34505183
0,181.7845836,93.75475353
0,167.2295135,80.55077118
0,178.4998555,96.23466082
0,156.9047459,67.96129053
0,190.0553611,100.152894
0,181.8770705,87.46723346
0,170.8406631,74.2665967
0,180.1474539,90.8083512
0,190.6515584,99.35622181
0,185.6762257,101.457478
0,179.4814598,99.06903755
0,170.5474551,77.82171768
0,170.4928097,67.06270734
0,176.5933577,77.28963011
0,165.6707168,73.10730657
0,173.7625756,84.14897067
0,174.6591978,80.49244917
0,172.5596468,85.85640764
0,175.8640849,72.38403917
0,173.9029388,85.49058002
0,166.8635057,68.61846344
0,176.354735,78.32994599
0,167.9838942,75.61991759
0,180.0277023,84.69992017
0,167.5715851,85.29926325
0,164.9453532,74.49099933
0,173.6562524,89.52250289
0,176.5949003,86.23063581
0,168.7972294,85.89765787
0,176.4654377,80.61087167
0,174.5744507,83.6956509
0,187.4044372,100.5636799
0,194.3147837,99.03743018
0,180.9132829,90.53761952
0,163.8457745,74.77289392
0,168.9196899,74.21358605
0,175.7944491,85.28400925
0,161.4077791,68.33939021
0,177.1170662,92.13959199
0,174.2648495,82.60219842
0,181.5188908,93.90493486
0,176.5540995,92.7206434
0,187.3494748,105.2766686
0,173.4255784,88.72269553
0,184.0347689,91.04091112
0,179.7537509,88.79684432
0,178.9484375,85.4994715
0,175.0164111,88.48171353
0,175.8656051,89.7327688
0,170.8857321,71.09833736
0,181.5179623,94.44024317
0,174.8552091,78.14597724
0,181.3711504,98.601496
0,178.1679801,86.62971671
0,179.5264152,93.69083599
0,174.0944348,91.41313286
0,181.4442064,93.90639034
0,165.660884,72.26690277
0,179.7638046,94.64707552
0,177.1906408,85.36911903
0,162.4648279,76.52248036
0,178.5725747,89.47047803
0,178.604797,93.419039
0,171.209736,74.8065415
0,170.4886178,75.99614873
0,173.6790529,76.81696542
0,176.728727,83.73628098
0,158.8319233,76.4333301
0,176.1155267,83.69064331
0,169.6401669,78.2615756
0,191.4938823,99.36577149
0,178.3426179,86.20830626
0,180.6030516,89.43633464
0,177.2764752,82.60145145
0,168.8384849,79.72234171
0,179.6128338,94.86838118
0,161.5915419,73.94317054
0,179.1951705,86.96309583
0,171.2031656,87.57848901
0,181.4453443,96.97171514
0,174.227249,85.1829686
0,181.4889094,92.47648773
0,179.5749265,86.35703583
0,181.3343198,89.68502663
0,179.0335336,87.890885
0,188.9967972,103.0459195
0,161.037075,84.17642638
0,173.7352866,77.87686748
0,171.2718296,79.6019847
0,179.8624799,89.19141522
0,170.4600884,88.52379714
0,172.0296785,83.84929564
0,174.1191138,81.61672268
0,174.2934918,87.54801753
0,179.338633,89.7005669
0,170.4004243,74.62531855
0,165.8917388,76.05804671
0,177.6073327,84.48481104
0,173.6461726,88.17352164
0,180.0093045,93.57451569
0,193.071242,107.0172573
0,172.6335582,80.43942176
0,177.2033221,90.46655801
0,176.7044279,91.22911439
0,181.7624476,97.26299845
0,180.2334451,91.66515333
0,166.2199427,65.51455766
0,180.2793563,92.0923582
0,172.7018422,83.61731325
0,179.1170283,90.71292774
0,175.5373463,80.02063955
0,181.8781557,88.60571297
0,177.5194788,92.50833022
0,168.8005229,75.76574943
0,178.5400396,94.32206482
0,159.0547116,69.47862487
0,169.2190719,66.46854761
0,165.989732,71.25515324
0,181.8811193,95.43861054
0,176.3088026,83.59186838
0,177.5302865,91.27129749
0,166.7915348,74.64347236
0,163.5970141,70.29138255
0,174.31229,86.11329112
0,176.7847179,80.27040389
0,171.3312074,78.760099
0,173.1517863,84.20595904
0,176.6661797,92.64140497
0,166.9981369,82.75076833
0,185.7308786,91.68353546
0,169.217152,80.83757061
0,175.6306088,92.1037255
0,167.5531194,84.64792306
0,170.6962967,84.29727601
0,166.2530512,79.92931138
0,185.4964337,95.26718205
0,173.5258021,81.53220728
0,168.4890749,75.1673984
0,183.799438,90.11953197
0,172.0022658,84.059911
0,179.0130819,91.02181645
0,180.7539988,90.65635863
0,176.1611401,91.96918897
0,178.0469836,91.81533092
0,176.0151209,89.7085276
0,160.807322,71.36524712
0,172.4335639,83.33787602
0,185.9355435,92.28323457
0,185.778534,88.14819736
0,180.0757957,88.90971152
0,183.2424394,97.66087512
0,183.2172558,83.70326765
0,180.8648116,88.06511817
0,168.2804623,77.32249983
0,183.7476355,93.49982778
0,172.8950622,75.57431823
0,181.3491646,90.184879
0,166.9441214,77.12511832
0,170.4605364,72.75012966
0,183.4261887,93.15352734
0,160.044849,67.22810002
0,176.7056542,82.24991971
0,178.8261643,99.01692944
0,172.7967476,86.07347263
0,177.2358922,80.04104061
0,157.6797334,59.21694311
0,167.219426,72.41777958
0,179.7835775,87.25826267
0,176.7114327,82.79733598
0,171.0107446,85.61442076
0,172.2490888,87.16363718
0,169.3728966,73.9849856
0,176.8848602,89.81646049
0,164.526563,82.99538368
0,187.8658703,90.91234584
0,172.5507949,83.82250909
0,169.5959003,75.22262182
0,175.0983482,80.2964451
0,194.1437791,104.0331776
0,175.2502092,81.9776929
0,186.6946726,102.7146447
0,176.7918826,86.28029314
0,183.0511452,91.93730643
0,179.0426303,81.32668828
0,170.2685204,75.92919687
0,168.1076356,78.47164161
0,174.4832921,81.80114036
0,169.2992137,72.79428915
0,177.390189,81.08749207
0,168.2624646,70.26758618
0,184.9400203,94.93129386
0,163.7658573,77.01392467
0,177.1763775,82.56411313
0,179.4800687,92.65672344
0,184.075371,83.83923877
0,173.1556934,90.77355067
0,185.3874154,93.92245419
0,179.1552545,89.35652088
0,177.9192608,86.36472963
0,175.3008106,89.4381398
0,186.8148722,101.0443146
0,173.0199685,81.84800428
0,173.4505981,81.10572624
0,181.6787011,92.15851805
0,186.427219,100.4298912
0,177.4051928,90.28649009
0,178.1859933,92.60658216
0,168.4013037,68.24970967
0,194.2920523,103.2451345
0,180.4222584,84.89203978
0,169.242844,77.46415879
0,167.8318635,82.92181933
0,179.3574325,85.21455616
0,165.6168409,72.12025237
0,169.8291277,79.90785247
0,187.3453157,100.3501055
0,177.5411386,88.9813343
0,176.5993921,85.92153084
0,169.5309728,70.05765929
0,175.4492098,81.53946215
0,174.1468469,78.27061986
0,178.619277,86.57353489
0,182.7507659,94.58588478
0,180.1280416,87.21966683
0,178.7426533,89.71927985
0,172.203052,86.21961424
0,174.4979889,94.57645421
0,175.5511648,85.78057843
0,171.9506433,85.19268019
0,181.0520388,99.04709062
0,181.426041,91.74673121
0,180.4501251,93.01260348
0,164.4046901,65.15798432
0,170.556325,82.74147638
0,183.6209104,91.86562347
0,178.4168801,87.63459662
0,163.7229589,72.23486331
0,189.1410709,97.03731935
0,165.8592445,74.00830703
0,184.7837963,96.44578128
0,166.924174,70.53433763
0,174.9808411,88.4915612
0,185.5175579,95.21608549
0,177.4462958,90.14628551
0,177.4474403,81.66477112
0,182.2845266,87.5865378
0,169.7249486,81.72798556
0,172.1807423,86.59399802
0,175.8968132,89.15506567
0,175.0813672,82.19384429
0,175.252659,84.83423318
0,168.5899471,76.26563229
0,168.5963591,81.57676656
0,175.3986072,82.43652329
0,166.7953875,73.37373224
0,159.3923089,68.07259364
0,169.1080862,73.27358663
0,170.8713135,85.16516629
0,177.3848412,80.00530603
0,188.5097346,108.4406595
0,180.9255425,95.01494401
0,179.7376774,88.54389421
0,172.4125428,74.42019665
0,170.4708978,82.96020505
0,169.011123,79.58784304
0,170.4116954,82.21851118
0,174.9892808,78.47919903
0,182.5820497,94.35255163
0,179.1509653,88.18612408
0,175.7885948,85.39413752
0,169.8110339,73.28362037
0,195.9884343,103.957864
0,173.2242848,80.20764926
0,169.6613145,84.99722664
0,188.1383238,99.28344749
0,177.0170273,83.91770587
0,179.0262038,90.61782909
0,168.1555276,74.83384712
0,182.5190353,87.92272262
0,167.5770262,77.76219611
0,184.5994812,98.89155244
0,177.3225351,85.48408361
0,175.3695908,80.99309885
0,162.1807231,69.08939158
0,164.8708545,65.98915267
0,165.2154278,67.11830006
0,174.9409663,83.38115416
0,177.7548375,81.06747233
0,159.2816314,69.46384914
0,169.9855294,78.92466232
0,170.8633717,81.83439668
0,183.1912148,91.06218436
0,176.8129643,77.40736216
0,165.5691402,75.79025214
0,188.1638984,88.53584288
0,155.2494447,69.45051368
0,173.5364903,93.83006679
0,162.4404381,74.89612516
0,174.1966887,82.34866407
0,164.9118088,84.0917519
0,176.935774,95.23655664
0,180.6467134,89.70247092
0,159.5226444,67.54774653
0,179.8606047,91.46558052
0,176.6557568,90.54264307
0,170.2621593,85.66349506
0,171.187959,81.04554392
0,176.2044821,78.83189528
0,189.3446478,99.28980359
0,169.0535735,78.81219555
0,170.8402802,84.69127145
0,167.644998,75.07623763
0,170.9001089,92.33443616
0,172.5285694,73.48673993
0,167.7863899,74.75931995
0,167.2452344,77.6328895
0,175.3388996,77.4136919
0,178.6308757,87.49870949
0,168.9971385,75.62329909
0,181.5380542,89.3368
0,177.9192041,83.46346399
0,174.2585048,85.13245085
0,175.2152471,81.03745886
0,187.4237677,101.0898002
0,175.4449395,86.63086953
0,185.8973907,92.77446226
0,174.4405564,87.36193004
0,164.9027341,81.54958721
0,167.922522,87.62071862
0,172.0824342,77.15466913
0,182.407315,87.64383713
0,175.7564207,84.42236188
0,171.214216,85.72458738
0,177.4866489,81.67315015
0,163.4913589,73.86140112
0,171.4318488,83.35626372
0,185.7309803,100.6572282
0,171.8384815,85.85902934
0,174.0862707,87.19223376
0,179.6408854,97.39159918
0,173.3045818,82.9012828
0,171.9506935,74.51812663
0,187.2405266,90.21010313
0,174.9004813,85.17958445
0,168.8433656,79.97607627
0,177.7295946,85.73905053
0,171.5927054,91.26349592
0,188.6509274,95.42613309
0,183.1184043,91.75575383
0,176.7072404,83.08856555
0,181.8997872,93.71065114
0,170.531916,78.1258938
0,173.7757542,77.87328013
0,198.3635034,116.2231067
0,174.3522741,81.28036116
0,177.8681784,84.708501
0,188.7872196,100.3844216
0,183.4683561,91.88052731
0,171.8733268,87.76438496
0,168.7174353,71.49458544
0,165.2806282,82.16205711
0,175.6587345,93.87054102
0,172.2254922,81.82024917
0,173.3264133,88.17446424
0,184.274084,92.55799261
0,188.1033242,96.24114423
0,186.0214421,91.40900027
