raclogico,abstracao,racmath,stats,anadados,anagraf,anapreditiva,ferramentavisual,semestre,turma,entrada,matricula
5,5,4,4,4,5,4,2,20.1,PMLAD201,AD201,AD201157
4,5,4,4,4,5,4,2,20.1,PMLAD201,AD201,AD201111
4,5,4,4,4,5,4,2,20.1,PMLAD201,AD201,AD201174
5,5,4,4,4,5,4,2,20.1,PMLAD201,AD201,AD201259
4,5,4,4,4,5,4,2,20.1,PMLAD201,AD201,AD20112
4,5,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202150
4,5,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202106
4,5,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202189
5,5,5,5,4,5,4,3,20.2,PMLEC202,EC202,EC20220
5,5,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202515
5,5,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202160
5,4,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202256
5,4,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202128
5,4,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202255
5,5,4,4,4,4,4,3,20.2,PMLEC202,EC202,EC20242
5,4,4,4,4,5,4,3,20.2,PMLEC202,EC202,EC202526
5,5,4,5,4,5,4,3,20.2,PMLEC202,EC202,EC202118
5,5,4,5,5,5,4,3,20.2,PMLEC202,EC202,EC202199
5,4,4,4,5,5,4,3,20.2,PMLEC202,EC202,EC202509
5,5,5,5,5,5,4,3,20.2,PMLEC202,EC202,EC20265
5,5,5,5,5,5,4,3,20.2,PMLEC202,EC202,EC20256
5,4,4,4,5,5,4,3,20.2,PMLEC202,EC202,EC202205
5,4,4,4,5,5,4,3,20.2,PMLEC202,EC202,EC202500
5,4,4,4,5,5,4,3,20.2,PMLEC202,EC202,EC202212
5,5,5,4,5,5,4,3,20.2,PMLAD202,AD202,AD20251
5,4,4,4,5,5,4,3,20.2,PMLAD202,AD202,AD2021
5,5,4,4,5,5,4,3,20.2,PMLAD202,AD202,AD2024
5,5,4,4,5,5,4,3,20.2,PMLAD202,AD202,AD202256
5,5,4,4,5,5,4,3,20.2,PMLAD202,AD202,AD20212
5,5,4,4,5,5,4,3,20.2,PMLAD202,AD202,AD202145
5,5,5,5,5,5,4,3,20.2,PMLAD202,AD202,AD20259
4,5,4,4,5,5,4,3,20.2,PMLAD202,AD202,AD20287
4,5,4,4,5,5,4,3,20.2,PMLAD202,AD202,AD202150
5,5,4,4,4,5,4,3,20.2,PMLAD202,AD202,AD202206
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202296
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202519
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD20240
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202175
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202257
5,5,5,5,4,3,4,3,20.2,PMLAD202,AD202,AD20225
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202174
5,5,5,4,4,3,4,3,20.2,PMLAD202,AD202,AD202198
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202517
5,5,5,4,4,3,4,3,20.2,PMLAD202,AD202,AD202194
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202518
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD20299
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202116
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202124
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202155
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD20260
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202525
4,5,4,4,4,3,4,3,20.2,PMLAD202,AD202,AD202121
4,5,4,4,4,3,4,3,21.1,PMLEC211,EC211,EC211156
4,5,4,4,4,3,4,3,21.1,PMLEC211,EC211,EC211145
4,5,4,4,4,3,4,5,21.1,PMLEC211,EC211,EC211150
4,5,4,4,4,3,4,5,21.1,PMLEC211,EC211,EC211510
5,5,5,4,4,3,4,5,21.1,PMLEC211,EC211,EC21166
4,4,4,4,4,3,4,5,21.1,PMLEC211,EC211,EC211274
5,5,4,5,4,3,4,5,21.1,PMLEC211,EC211,EC211165
4,4,4,4,4,3,4,2,21.1,PMLEC211,EC211,EC21151
4,4,4,4,4,3,4,2,21.1,PMLEC211,EC211,EC211142
4,4,4,4,4,3,4,2,21.1,PMLEC211,EC211,EC211226
4,4,4,4,4,5,4,2,21.1,PMLEC211,EC211,EC21151
5,5,4,5,4,5,4,2,21.1,PMLEC211,EC211,EC211181
4,4,4,4,4,5,4,2,21.1,PMLEC211,EC211,EC211241
4,5,4,4,4,5,4,2,21.1,PMLEC211,EC211,EC211528
5,5,5,5,4,5,4,3,21.1,PMLEC211,EC211,EC211501
4,5,4,4,4,5,4,2,21.1,PMLEC211,EC211,EC211241
4,5,4,4,4,3,4,3,21.1,PMLEC211,EC211,EC211102
4,5,4,4,4,3,4,3,21.1,PMLEC211,EC211,EC21146
4,5,4,4,4,3,4,3,21.1,PMLEC211,EC211,EC211289
4,5,4,4,4,3,4,3,21.1,PMLEC211,EC211,EC21172
4,5,4,4,4,3,4,3,21.1,PMLEC211,EC211,EC211158
5,5,5,4,4,3,4,3,21.1,PMLEC211,EC211,EC21177
4,5,4,4,4,3,4,5,21.1,PMLEC211,EC211,EC211184
4,5,4,4,4,3,4,5,21.1,PMLEC211,EC211,EC211161
4,5,4,4,4,3,4,5,21.1,PMLAD211,AD211,AD21181
4,5,4,4,4,3,4,4,21.1,PMLAD211,AD211,AD211174
4,5,4,4,4,3,4,4,21.1,PMLAD211,AD211,AD2115
4,5,4,4,4,3,4,4,21.1,PMLAD211,AD211,AD211202
4,5,4,4,4,3,4,4,21.1,PMLAD211,AD211,AD211207
5,5,4,5,4,3,4,4,21.1,PMLAD211,AD211,AD211128
4,5,4,4,4,3,4,4,21.1,PMLAD211,AD211,AD211174
5,5,5,5,4,3,4,4,21.1,PMLAD211,AD211,AD211180
4,5,4,4,4,3,4,4,21.1,PMLAD211,AD211,AD211214
5,5,5,4,4,3,4,4,21.1,PMLAD211,AD211,AD21195
5,5,4,4,4,3,4,4,21.1,PMLAD211,AD211,AD211154
4,5,4,4,4,3,4,4,21.1,PMLAD211,AD211,AD211556
4,5,4,4,4,5,4,4,21.1,PMLAD211,AD211,AD211190
4,5,4,4,4,5,4,4,21.1,PMLAD211,AD211,AD211258
4,5,4,4,4,5,4,4,21.1,PMLAD211,AD211,AD211255
4,5,4,4,5,5,4,4,21.1,PMLAD211,AD211,AD211555
5,5,4,4,2,2,4,4,21.1,PMLAD211,AD211,AD21185
4,5,4,4,5,5,4,4,21.1,PMLAD211,AD211,AD211252
5,5,4,4,2,2,4,4,21.1,PMLAD211,AD211,AD211262
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211100
5,5,4,5,5,5,2,4,21.1,PMLAD211,AD211,AD21142
4,5,4,4,2,4,2,4,21.1,PMLAD211,AD211,AD211245
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211516
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211540
4,5,4,4,5,5,2,4,21.1,PMLAD211,AD211,AD211106
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211256
4,5,4,4,5,5,2,4,21.1,PMLAD211,AD211,AD211510
5,5,5,5,5,5,2,4,21.1,PMLAD211,AD211,AD211225
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD21148
4,4,4,4,5,5,2,4,21.1,PMLAD211,AD211,AD211174
5,5,5,5,5,5,2,4,21.1,PMLAD211,AD211,AD211287
4,4,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211176
4,4,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211278
4,4,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211525
5,5,5,5,5,5,2,4,21.1,PMLAD211,AD211,AD21128
5,5,5,4,5,5,2,4,21.1,PMLAD211,AD211,AD211112
4,4,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211172
5,5,4,5,5,5,2,4,21.1,PMLAD211,AD211,AD21178
5,5,4,5,5,5,2,4,21.1,PMLAD211,AD211,AD211225
5,5,5,5,5,5,2,4,21.1,PMLAD211,AD211,AD211525
4,4,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211505
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211159
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD21179
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211557
4,5,4,4,5,5,5,4,21.1,PMLAD211,AD211,AD211105
4,5,4,4,5,5,5,4,21.2,PMLEC212,EC212,EC212146
4,5,4,4,5,5,5,4,21.2,PMLEC212,EC212,EC212250
4,5,4,4,5,5,5,4,21.2,PMLEC212,EC212,EC21289
5,5,4,4,2,2,2,4,21.2,PMLEC212,EC212,EC212282
4,5,4,4,5,5,5,4,21.2,PMLEC212,EC212,EC212295
4,5,4,4,2,5,2,4,21.2,PMLEC212,EC212,EC212195
4,5,4,4,5,5,5,4,21.2,PMLEC212,EC212,EC212156
4,5,4,4,5,5,5,4,21.2,PMLEC212,EC212,EC212147
5,5,4,5,5,5,2,4,21.2,PMLEC212,EC212,EC212256
5,5,4,4,2,2,2,4,21.2,PMLEC212,EC212,EC21280
4,5,4,4,4,4,5,4,21.2,PMLEC212,EC212,EC212209
5,5,4,4,4,5,2,4,21.2,PMLEC212,EC212,EC212124
4,5,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212141
4,5,4,4,4,5,2,4,21.2,PMLEC212,EC212,EC212205
4,5,4,4,4,5,2,4,21.2,PMLEC212,EC212,EC212241
5,5,4,5,4,5,2,4,21.2,PMLEC212,EC212,EC21242
4,5,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC21281
5,5,5,4,4,5,2,4,21.2,PMLEC212,EC212,EC21255
4,5,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC21276
4,5,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212207
5,5,5,5,4,5,2,4,21.2,PMLEC212,EC212,EC212222
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212212
5,5,4,4,4,5,2,4,21.2,PMLEC212,EC212,EC212141
5,5,5,4,4,5,2,4,21.2,PMLEC212,EC212,EC212515
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212517
4,4,4,4,4,5,2,4,21.2,PMLEC212,EC212,EC212295
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC21229
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212525
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212554
5,5,5,5,4,5,2,4,21.2,PMLEC212,EC212,EC212146
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212118
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212559
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212120
5,5,4,4,4,5,2,4,21.2,PMLEC212,EC212,EC212147
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212555
4,4,4,4,4,5,5,4,21.2,PMLEC212,EC212,EC212285
5,5,4,4,4,5,2,4,21.2,PMLEC212,EC212,EC212156
5,5,4,5,3,5,2,4,21.2,PMLEC212,EC212,EC212167
5,5,5,5,3,5,2,4,21.2,PMLEC212,EC212,EC212166
4,4,4,4,3,5,5,4,21.2,PMLEC212,EC212,EC212166
4,4,4,4,3,5,5,4,21.2,PMLEC212,EC212,EC212187
4,4,4,4,3,5,5,4,21.2,PMLEC212,EC212,EC212241
4,4,4,4,3,5,5,4,21.2,PMLEC212,EC212,EC2124
4,4,4,4,3,5,5,4,21.2,PMLEC212,EC212,EC21269
4,4,4,4,3,5,5,4,21.2,PMLAD212,AD212,AD212198
4,4,4,4,3,4,5,4,21.2,PMLAD212,AD212,AD212175
4,4,4,4,3,5,5,4,21.2,PMLAD212,AD212,AD212296
4,4,4,4,3,5,5,4,21.2,PMLAD212,AD212,AD212199
4,4,4,4,3,5,5,4,21.2,PMLAD212,AD212,AD212259
4,4,4,4,3,4,5,4,21.2,PMLAD212,AD212,AD212192
4,4,4,4,3,5,5,4,21.2,PMLAD212,AD212,AD212257
4,4,4,4,3,5,2,4,21.2,PMLAD212,AD212,AD212116
5,5,4,4,3,5,2,4,21.2,PMLAD212,AD212,AD212106
5,5,5,5,3,5,2,4,21.2,PMLAD212,AD212,AD212118
5,5,4,5,3,5,2,4,21.2,PMLAD212,AD212,AD212217
5,5,5,5,3,5,2,4,21.2,PMLAD212,AD212,AD212196
5,5,5,5,3,5,2,4,21.2,PMLAD212,AD212,AD212241
5,5,4,5,5,5,2,4,21.2,PMLAD212,AD212,AD212262
4,5,4,4,2,4,2,4,21.2,PMLAD212,AD212,AD212140
4,4,4,4,5,5,5,4,21.2,PMLAD212,AD212,AD212210
5,5,4,4,5,5,2,4,21.2,PMLAD212,AD212,AD212207
5,4,4,4,4,5,5,4,21.2,PMLAD212,AD212,AD212217
5,4,4,4,4,5,5,4,21.2,PMLAD212,AD212,AD21262
5,4,4,4,4,5,5,4,21.2,PMLAD212,AD212,AD212256
5,5,4,4,4,5,2,4,21.2,PMLAD212,AD212,AD212250
5,4,4,4,4,5,5,5,21.2,PMLAD212,AD212,AD212114
5,4,4,4,4,5,5,5,21.2,PMLAD212,AD212,AD212252
5,4,4,4,4,5,5,5,21.2,PMLAD212,AD212,AD212129
5,4,4,4,4,5,5,5,21.2,PMLAD212,AD212,AD212108
5,4,4,4,4,5,5,5,21.2,PMLAD212,AD212,AD212518
5,5,5,4,4,5,2,5,22.1,PMLEC221,EC221,EC221126
5,4,4,4,4,5,5,5,22.1,PMLEC221,EC221,EC221155
5,5,4,4,4,5,2,4,22.1,PMLEC221,EC221,EC221544
5,5,5,5,4,5,2,4,22.1,PMLEC221,EC221,EC221115
5,4,4,4,4,5,5,4,22.1,PMLEC221,EC221,EC221221
5,4,4,4,4,5,5,4,22.1,PMLEC221,EC221,EC221501
5,4,4,4,4,5,5,4,22.1,PMLEC221,EC221,EC221194
5,4,4,4,4,5,5,4,22.1,PMLEC221,EC221,EC221160
5,5,4,4,4,4,2,4,22.1,PMLEC221,EC221,EC221275
5,5,4,5,4,5,2,4,22.1,PMLEC221,EC221,EC221198
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC22118
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC221146
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC221555
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC22146
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC221146
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC221191
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC221115
5,5,5,5,4,3,2,4,22.1,PMLEC221,EC221,EC221506
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC22156
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC221116
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC221192
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC221255
5,4,4,4,4,3,5,4,22.1,PMLEC221,EC221,EC22146
5,5,4,4,4,3,2,4,22.1,PMLAD221,AD221,AD221296
5,5,4,4,4,3,2,4,22.1,PMLAD221,AD221,AD221519
5,4,4,4,4,3,5,4,22.1,PMLAD221,AD221,AD22199
5,5,4,5,4,3,2,4,22.1,PMLAD221,AD221,AD221276
5,4,4,4,4,3,5,4,22.1,PMLAD221,AD221,AD221511
5,5,4,4,4,3,2,4,22.1,PMLAD221,AD221,AD221252
5,5,4,4,4,3,5,4,22.1,PMLAD221,AD221,AD221185
5,5,4,4,4,3,2,4,22.1,PMLAD221,AD221,AD221515
5,4,4,4,4,3,5,4,22.1,PMLAD221,AD221,AD221287
5,4,4,4,4,3,5,4,22.1,PMLAD221,AD221,AD22158
5,4,4,4,4,3,5,4,22.1,PMLAD221,AD221,AD22175
5,5,5,4,4,3,2,4,22.1,PMLAD221,AD221,AD221242
5,4,4,4,4,3,2,4,22.1,PMLAD221,AD221,AD221180
5,4,4,4,4,3,5,4,22.1,PMLAD221,AD221,AD22155
5,5,4,4,4,3,2,4,22.1,PMLAD221,AD221,AD221196
5,4,4,4,4,3,2,3,22.1,PMLAD221,AD221,AD221555
5,5,4,4,4,3,2,3,22.1,PMLAD221,AD221,AD221166
5,4,4,4,4,3,5,3,22.1,PMLAD221,AD221,AD22176
5,5,4,4,4,3,2,3,22.1,PMLAD221,AD221,AD221210
5,4,4,4,4,3,5,3,22.1,PMLAD221,AD221,AD22125
5,5,4,4,4,3,2,3,22.1,PMLAD221,AD221,AD221502
